gender,race/ethnicity,parental level of education,lunch,test preparation course,math score,reading score,writing score
female,group A,some college,free/reduced,completed,46,67,69
female,group D,some high school,free/reduced,completed,67,80,78
male,group E,some high school,free/reduced,none,46,52,50
female,group D,some college,standard,none,70,80,80
female,group D,some high school,free/reduced,none,64,75,70
male,group B,bachelor's degree,standard,none,72,61,61
female,group C,some college,standard,none,70,72,76
female,group D,some college,standard,completed,69,87,90
female,group C,some college,free/reduced,none,57,64,64
male,group C,some college,standard,none,66,68,60
male,group C,some high school,standard,none,61,64,60
male,group D,bachelor's degree,free/reduced,none,63,63,61
male,group B,associate's degree,standard,none,61,54,55
male,group B,some college,standard,none,65,53,51
male,group C,high school,free/reduced,none,64,57,52
female,group B,some college,standard,none,67,85,78
female,group E,some high school,free/reduced,none,29,35,34
female,group C,some college,free/reduced,completed,70,79,74
female,group C,associate's degree,standard,completed,67,77,78
male,group C,some high school,free/reduced,none,42,44,42
female,group B,some high school,standard,none,52,55,48
female,group D,some college,standard,completed,81,91,97
female,group E,some high school,standard,none,95,94,91
male,group C,some college,standard,none,70,66,64
male,group C,some college,standard,none,63,61,56
female,group C,associate's degree,standard,none,66,77,77
male,group C,some college,free/reduced,none,37,47,37
male,group A,associate's degree,standard,none,67,64,59
male,group A,associate's degree,standard,none,58,67,61
female,group A,some college,standard,none,49,66,61
male,group D,some college,free/reduced,none,46,34,40
female,group A,high school,standard,completed,74,82,81
male,group D,some college,free/reduced,completed,75,74,77
male,group B,some college,free/reduced,completed,51,55,51
male,group E,some college,standard,completed,100,99,96
male,group C,high school,standard,completed,81,77,75
male,group D,high school,standard,none,56,64,62
male,group C,high school,free/reduced,completed,69,81,83
male,group C,some high school,standard,none,49,50,45
female,group D,master's degree,free/reduced,completed,59,82,85
female,group D,some college,standard,completed,72,80,88
female,group E,associate's degree,standard,none,72,71,69
male,group C,some college,standard,completed,83,85,90
female,group C,some high school,free/reduced,none,72,80,79
female,group C,some college,standard,completed,81,92,93
female,group C,some high school,free/reduced,completed,64,78,78
male,group C,some high school,free/reduced,none,66,60,57
female,group C,high school,free/reduced,completed,51,75,66
female,group B,associate's degree,standard,none,53,67,60
male,group C,some high school,free/reduced,completed,78,84,79
female,group B,some college,free/reduced,none,70,75,80
male,group A,some high school,standard,none,61,57,53
female,group D,high school,free/reduced,completed,45,56,63
male,group C,bachelor's degree,standard,none,74,72,70
male,group B,associate's degree,standard,none,68,54,55
female,group E,some high school,free/reduced,none,56,72,62
male,group C,high school,standard,none,52,50,51
female,group B,some high school,free/reduced,completed,46,55,55
male,group D,some college,free/reduced,completed,61,67,69
male,group C,high school,free/reduced,none,34,32,24
female,group E,some college,standard,completed,80,85,88
female,group D,associate's degree,standard,none,60,68,72
male,group C,some college,free/reduced,completed,62,59,59
male,group E,master's degree,standard,completed,94,90,88
male,group B,some high school,standard,none,79,78,71
male,group A,associate's degree,free/reduced,completed,53,56,56
female,group B,associate's degree,standard,none,66,83,78
female,group E,high school,standard,none,75,78,74
male,group D,some high school,standard,none,65,56,51
female,group A,some college,free/reduced,none,53,56,56
female,group C,some high school,standard,none,62,69,73
female,group D,master's degree,standard,none,67,78,79
female,group B,associate's degree,standard,completed,78,79,87
male,group D,some college,standard,completed,80,78,80
female,group C,some college,standard,completed,55,68,66
male,group B,some high school,free/reduced,completed,59,52,40
male,group B,master's degree,standard,completed,92,83,91
female,group B,some college,standard,completed,61,77,75
male,group E,associate's degree,standard,completed,86,67,68
female,group E,high school,standard,none,76,75,72
female,group C,some high school,standard,none,83,88,83
female,group C,high school,standard,none,71,90,77
female,group D,associate's degree,standard,completed,82,91,95
male,group D,bachelor's degree,standard,none,97,83,82
male,group E,master's degree,free/reduced,none,71,70,61
male,group C,master's degree,standard,completed,63,74,71
male,group B,associate's degree,free/reduced,none,59,53,47
male,group D,some college,free/reduced,completed,61,49,50
male,group B,high school,free/reduced,none,40,53,47
female,group A,associate's degree,standard,completed,60,70,71
male,group B,associate's degree,free/reduced,none,33,33,29
male,group C,high school,free/reduced,none,61,52,52
male,group C,some college,standard,completed,80,81,80
female,group E,some high school,standard,completed,78,80,79
female,group E,master's degree,free/reduced,none,92,95,96
female,group D,associate's degree,free/reduced,none,68,73,72
female,group A,master's degree,standard,completed,49,69,64
female,group A,associate's degree,standard,completed,67,61,69
male,group B,high school,standard,none,80,77,72
male,group D,high school,free/reduced,completed,81,79,79
male,group B,high school,standard,none,47,49,43
male,group C,some college,standard,none,82,71,71
female,group B,associate's degree,free/reduced,none,48,54,50
female,group C,some high school,standard,completed,80,80,84
male,group C,some high school,free/reduced,completed,67,65,66
female,group E,high school,free/reduced,none,74,80,76
female,group E,high school,standard,none,65,62,60
male,group C,bachelor's degree,standard,none,51,57,55
male,group D,some college,standard,none,80,80,74
female,group B,some college,standard,completed,63,76,70
male,group D,some college,free/reduced,completed,55,47,48
female,group B,some high school,free/reduced,completed,37,51,51
male,group D,associate's degree,standard,completed,97,86,89
female,group C,high school,standard,none,92,90,81
female,group D,associate's degree,standard,none,71,81,80
female,group D,high school,standard,completed,93,100,100
male,group C,bachelor's degree,free/reduced,none,38,37,33
male,group C,associate's degree,standard,completed,79,71,77
female,group E,some college,free/reduced,completed,53,59,59
male,group A,some college,standard,completed,71,65,63
male,group A,some college,standard,none,61,51,49
female,group C,high school,free/reduced,completed,51,64,65
male,group D,some high school,standard,none,59,61,55
female,group A,some college,free/reduced,none,76,76,75
male,group C,some high school,free/reduced,none,51,54,55
female,group D,high school,standard,none,71,72,66
male,group D,some college,standard,none,75,64,63
male,group D,some high school,free/reduced,none,53,46,41
male,group B,some high school,standard,none,73,63,55
male,group B,some college,standard,none,51,44,41
male,group C,master's degree,free/reduced,none,73,68,67
female,group D,associate's degree,standard,none,70,85,84
male,group C,some high school,free/reduced,completed,69,60,62
male,group C,bachelor's degree,standard,none,90,89,88
male,group D,some high school,standard,none,80,76,76
female,group A,some college,free/reduced,none,57,74,63
male,group C,high school,free/reduced,completed,37,52,46
male,group C,some college,standard,none,70,71,62
female,group B,some college,standard,none,63,70,71
male,group D,high school,free/reduced,none,38,43,41
male,group B,associate's degree,standard,completed,47,55,51
male,group E,some college,free/reduced,none,78,75,69
male,group C,some high school,free/reduced,none,74,77,69
male,group D,high school,free/reduced,none,79,79,76
male,group D,associate's degree,standard,none,97,95,89
female,group D,some college,standard,none,55,63,62
male,group C,master's degree,free/reduced,completed,62,60,59
male,group C,bachelor's degree,standard,completed,86,87,87
female,group B,associate's degree,standard,completed,71,78,81
female,group C,some high school,free/reduced,none,51,63,62
male,group B,some college,standard,none,73,54,54
male,group C,associate's degree,free/reduced,completed,77,66,69
female,group C,some high school,standard,completed,59,79,79
male,group D,some high school,standard,none,62,71,66
male,group E,high school,standard,none,91,88,80
female,group B,bachelor's degree,standard,none,67,80,78
female,group C,bachelor's degree,standard,none,61,63,58
male,group C,bachelor's degree,standard,none,89,78,81
male,group D,associate's degree,standard,none,40,36,36
female,group D,some college,standard,none,70,74,78
female,group E,high school,standard,completed,89,94,95
male,group B,bachelor's degree,free/reduced,none,56,62,56
female,group D,high school,standard,completed,61,76,77
female,group B,some high school,standard,completed,66,76,76
female,group A,associate's degree,standard,completed,49,74,73
female,group C,some college,standard,none,74,85,81
male,group D,master's degree,standard,completed,82,83,80
male,group E,some college,standard,completed,100,100,100
female,group B,some high school,free/reduced,completed,59,70,72
female,group D,some college,free/reduced,none,67,84,82
male,group E,some high school,free/reduced,none,72,67,65
female,group B,bachelor's degree,free/reduced,none,87,89,87
male,group C,some college,free/reduced,none,69,56,59
male,group C,some college,free/reduced,none,50,58,56
female,group C,high school,free/reduced,completed,34,44,43
female,group D,bachelor's degree,standard,completed,100,100,100
female,group B,bachelor's degree,free/reduced,none,54,70,60
male,group B,high school,standard,completed,89,86,84
female,group B,bachelor's degree,standard,none,78,78,82
male,group D,some high school,standard,none,54,55,54
female,group D,bachelor's degree,free/reduced,none,75,86,85
male,group C,some high school,standard,none,77,72,70
female,group B,bachelor's degree,standard,none,64,72,68
male,group C,bachelor's degree,standard,none,59,50,46
male,group D,associate's degree,standard,none,76,73,80
male,group B,master's degree,standard,none,75,67,65
female,group C,some college,standard,none,53,67,67
male,group E,some high school,free/reduced,none,61,58,55
female,group C,bachelor's degree,standard,none,94,96,99
male,group E,some high school,standard,none,90,85,78
male,group A,associate's degree,standard,none,59,59,54
male,group C,high school,standard,none,92,83,78
male,group C,associate's degree,free/reduced,none,50,40,42
female,group C,associate's degree,free/reduced,completed,62,76,75
male,group A,associate's degree,standard,none,50,49,41
male,group C,bachelor's degree,free/reduced,none,63,74,65
female,group C,some college,standard,none,53,55,55
male,group C,some college,standard,none,100,85,75
female,group D,some high school,free/reduced,none,42,65,63
female,group C,some high school,standard,none,55,68,71
male,group E,associate's degree,free/reduced,none,48,46,38
female,group D,associate's degree,free/reduced,none,66,75,77
female,group D,some college,free/reduced,none,80,89,94
male,group A,associate's degree,standard,none,79,77,75
male,group E,some college,free/reduced,none,71,64,69
female,group D,some college,free/reduced,none,39,60,54
female,group A,bachelor's degree,standard,completed,77,91,89
female,group B,master's degree,free/reduced,none,59,68,63
female,group B,associate's degree,standard,completed,80,96,93
male,group B,master's degree,standard,completed,67,61,65
male,group E,some high school,free/reduced,completed,72,69,63
female,group C,associate's degree,standard,completed,71,86,84
female,group C,some high school,free/reduced,none,50,45,49
male,group C,bachelor's degree,free/reduced,none,67,69,63
female,group D,master's degree,free/reduced,completed,69,83,92
male,group E,master's degree,standard,completed,93,80,88
male,group B,associate's degree,free/reduced,none,63,68,68
male,group C,some college,standard,none,84,80,83
male,group C,associate's degree,free/reduced,none,86,76,69
female,group C,high school,standard,completed,55,67,73
female,group E,some high school,standard,none,60,71,69
male,group B,some high school,standard,none,83,75,75
female,group C,associate's degree,standard,none,45,50,45
female,group D,associate's degree,standard,none,88,100,98
female,group C,bachelor's degree,standard,completed,65,70,73
male,group E,some college,standard,completed,68,56,51
male,group B,master's degree,standard,completed,73,69,75
male,group A,high school,standard,none,67,68,61
male,group C,bachelor's degree,standard,none,95,82,84
male,group B,some college,standard,completed,73,77,80
female,group D,some high school,free/reduced,none,31,45,43
male,group C,some high school,free/reduced,completed,64,69,65
male,group D,some college,standard,none,66,76,68
male,group B,high school,standard,none,53,38,38
male,group C,master's degree,standard,none,81,67,72
male,group D,some high school,standard,completed,68,60,71
female,group D,some college,free/reduced,completed,45,57,64
male,group B,bachelor's degree,standard,none,72,56,67
male,group C,some high school,standard,completed,69,60,60
female,group C,bachelor's degree,standard,completed,58,75,75
male,group C,high school,free/reduced,completed,74,70,71
male,group C,associate's degree,standard,none,52,52,52
male,group D,some college,free/reduced,none,49,52,42
female,group D,some college,free/reduced,none,39,48,46
female,group B,some high school,standard,completed,59,70,70
female,group C,associate's degree,free/reduced,none,31,50,45
female,group D,associate's degree,standard,none,88,93,93
female,group B,some high school,free/reduced,none,36,47,41
male,group C,associate's degree,standard,none,93,88,85
male,group C,some college,standard,none,71,62,57
male,group B,high school,standard,none,69,62,56
male,group B,high school,free/reduced,completed,24,29,28
female,group D,associate's degree,standard,none,82,73,78
male,group B,master's degree,standard,none,85,72,70
male,group E,some college,standard,completed,87,83,83
female,group D,high school,standard,none,84,94,90
male,group A,master's degree,free/reduced,completed,72,72,77
male,group C,some college,standard,none,64,68,65
female,group B,some high school,standard,none,68,84,81
male,group C,some college,standard,none,76,69,62
male,group E,associate's degree,free/reduced,completed,77,67,69
female,group C,high school,standard,none,65,80,74
male,group D,high school,standard,none,93,85,86
female,group D,associate's degree,standard,none,54,61,69
female,group D,high school,standard,completed,66,80,83
female,group B,associate's degree,free/reduced,none,34,48,44
female,group C,master's degree,standard,completed,67,79,79
female,group B,bachelor's degree,standard,completed,62,72,76
female,group D,bachelor's degree,standard,none,91,90,100
male,group A,some college,standard,completed,81,76,80
female,group C,some high school,standard,none,64,69,63
male,group D,some college,free/reduced,completed,89,82,83
female,group A,high school,free/reduced,none,36,53,45
female,group A,associate's degree,standard,completed,62,74,74
female,group E,some college,free/reduced,completed,73,83,87
male,group D,high school,standard,completed,57,57,56
female,group E,associate's degree,standard,none,85,87,85
male,group C,high school,free/reduced,completed,91,80,84
male,group C,high school,free/reduced,none,60,44,44
female,group D,associate's degree,standard,completed,66,62,64
female,group D,associate's degree,standard,none,63,78,74
male,group C,some college,standard,completed,56,51,54
male,group D,master's degree,standard,completed,91,73,79
male,group C,some college,free/reduced,none,49,48,41
male,group A,some college,free/reduced,completed,71,76,69
female,group B,some college,free/reduced,none,46,59,53
female,group A,associate's degree,free/reduced,none,75,78,72
male,group B,high school,standard,completed,75,69,68
female,group E,some high school,standard,none,58,57,60
male,group E,some college,standard,none,38,18,22
female,group B,associate's degree,standard,none,71,82,82
female,group C,some high school,free/reduced,none,69,72,65
male,group C,master's degree,free/reduced,none,67,75,68
female,group B,some high school,free/reduced,none,47,64,54
female,group B,some high school,free/reduced,none,52,69,64
male,group B,some college,standard,none,67,65,73
female,group B,associate's degree,standard,completed,67,75,79
male,group E,associate's degree,free/reduced,completed,84,88,81
female,group D,some college,standard,completed,76,83,90
female,group E,associate's degree,standard,completed,69,79,82
female,group C,bachelor's degree,standard,none,51,53,56
female,group C,associate's degree,free/reduced,none,35,45,43
female,group B,some high school,free/reduced,none,50,52,53
male,group C,associate's degree,standard,completed,100,99,99
male,group E,some high school,free/reduced,none,84,71,61
male,group E,associate's degree,free/reduced,none,38,40,34
male,group D,high school,standard,none,66,62,62
male,group D,high school,free/reduced,none,64,51,51
male,group B,some high school,standard,completed,60,49,50
female,group E,high school,standard,none,95,92,95
male,group D,high school,standard,completed,94,86,86
female,group C,associate's degree,standard,completed,92,100,100
male,group E,master's degree,standard,none,95,83,81
female,group C,some high school,standard,completed,55,68,69
female,group E,some high school,standard,none,56,61,58
male,group C,associate's degree,standard,completed,67,56,58
male,group C,master's degree,standard,none,57,40,49
male,group B,some college,standard,none,86,82,73
male,group B,high school,standard,completed,88,97,88
male,group C,bachelor's degree,free/reduced,completed,88,86,87
female,group B,high school,standard,none,56,62,65
male,group D,some college,standard,completed,73,71,72
male,group C,some college,standard,none,56,59,49
male,group B,some high school,standard,none,72,74,67
female,group B,some college,standard,none,63,71,64
female,group B,bachelor's degree,standard,none,45,61,57
female,group C,some college,free/reduced,none,53,65,60
male,group C,associate's degree,free/reduced,completed,46,42,43
female,group C,associate's degree,standard,completed,70,79,75
female,group C,some high school,standard,none,80,90,90
female,group D,some high school,standard,completed,52,71,64
female,group E,some college,standard,completed,77,87,89
male,group D,some high school,standard,none,90,74,76
male,group E,high school,standard,none,79,71,64
female,group D,high school,standard,none,58,61,63
male,group D,associate's degree,standard,none,79,64,67
male,group D,high school,free/reduced,completed,84,81,80
male,group B,some high school,standard,none,70,69,61
female,group B,some high school,standard,none,57,64,63
female,group D,associate's degree,standard,none,82,77,80
female,group C,master's degree,free/reduced,completed,31,32,34
female,group D,high school,free/reduced,completed,80,91,94
female,group B,high school,standard,completed,67,70,73
male,group C,some high school,free/reduced,none,61,65,61
female,group B,associate's degree,standard,none,60,71,72
female,group E,bachelor's degree,standard,none,83,85,89
female,group C,some high school,free/reduced,none,27,38,39
female,group C,some high school,free/reduced,completed,41,54,54
male,group D,some high school,standard,completed,38,55,53
female,group D,some college,standard,none,43,44,47
female,group C,high school,free/reduced,none,57,66,62
male,group E,associate's degree,free/reduced,none,83,77,76
female,group E,associate's degree,standard,none,97,100,99
male,group B,some high school,standard,none,81,73,71
female,group D,some college,free/reduced,completed,66,93,93
female,group B,associate's degree,standard,none,56,69,70
female,group B,associate's degree,standard,none,50,47,52
female,group E,high school,standard,completed,59,60,59
female,group C,some high school,standard,completed,76,74,81
female,group D,some college,standard,none,67,78,77
male,group E,some college,standard,none,79,77,74
female,group C,master's degree,free/reduced,none,78,90,87
female,group E,high school,standard,none,76,74,82
female,group C,some college,standard,completed,65,81,82
female,group C,some high school,standard,none,56,62,58
female,group B,master's degree,free/reduced,none,58,67,65
female,group D,high school,standard,none,61,62,60
female,group B,master's degree,standard,none,62,63,65
female,group E,some college,standard,none,79,74,74
female,group E,some college,standard,none,92,94,89
female,group C,some high school,standard,completed,75,80,80
female,group C,master's degree,free/reduced,completed,71,89,88
male,group D,associate's degree,standard,completed,95,90,92
female,group C,some college,standard,none,73,73,79
male,group C,high school,standard,completed,70,74,68
female,group E,associate's degree,standard,none,73,87,78
female,group B,some high school,standard,completed,31,36,43
female,group B,some college,standard,completed,82,92,94
female,group C,some high school,standard,none,41,48,49
female,group A,high school,standard,completed,61,77,78
male,group B,master's degree,standard,none,86,80,82
female,group B,bachelor's degree,standard,none,57,49,61
female,group B,some high school,standard,none,57,67,68
female,group D,bachelor's degree,standard,none,64,78,79
female,group C,master's degree,standard,none,75,97,90
female,group C,some high school,standard,completed,65,77,72
female,group E,associate's degree,standard,none,77,75,73
male,group B,bachelor's degree,free/reduced,none,49,45,42
male,group D,some college,standard,none,79,73,71
female,group A,some college,standard,completed,60,62,66
male,group D,high school,standard,none,67,76,65
female,group D,associate's degree,standard,none,67,71,69
male,group D,associate's degree,standard,none,58,44,47
female,group D,associate's degree,free/reduced,none,50,64,62
female,group B,some college,standard,none,66,75,74
male,group C,some college,standard,none,59,62,63
male,group D,high school,standard,none,82,85,75
male,group E,some high school,standard,none,87,80,69
female,group B,high school,free/reduced,none,48,62,59
male,group D,some college,standard,none,82,89,81
male,group E,associate's degree,standard,completed,100,90,98
male,group C,some college,free/reduced,none,71,78,70
male,group D,bachelor's degree,standard,completed,83,78,81
female,group E,high school,standard,none,81,86,81
female,group B,some college,standard,completed,62,71,68
male,group D,associate's degree,free/reduced,none,94,82,80
male,group D,some college,free/reduced,completed,77,65,70
female,group B,some college,standard,none,79,92,83
male,group C,associate's degree,free/reduced,completed,68,73,77
female,group D,high school,standard,none,54,63,56
female,group B,some college,free/reduced,none,52,62,66
female,group C,high school,standard,none,42,48,48
male,group A,associate's degree,free/reduced,none,65,55,53
male,group A,some college,free/reduced,none,63,53,56
male,group E,bachelor's degree,standard,none,76,63,58
male,group E,master's degree,free/reduced,none,75,72,77
female,group B,some high school,standard,none,68,79,78
female,group C,some high school,standard,none,63,63,64
male,group B,bachelor's degree,standard,none,57,53,50
female,group A,bachelor's degree,standard,completed,70,90,95
male,group E,some college,standard,none,70,74,64
female,group E,bachelor's degree,standard,none,74,74,76
male,group D,associate's degree,free/reduced,completed,65,69,66
female,group E,some high school,free/reduced,none,78,85,85
male,group D,bachelor's degree,free/reduced,completed,60,65,67
male,group B,bachelor's degree,standard,none,59,57,57
female,group C,some college,free/reduced,completed,40,58,52
male,group D,associate's degree,free/reduced,completed,76,77,77
female,group C,associate's degree,free/reduced,completed,85,93,99
female,group D,high school,standard,none,64,64,69
female,group E,some high school,standard,completed,76,83,80
female,group D,some college,free/reduced,none,57,70,66
male,group E,high school,standard,none,74,68,67
female,group D,bachelor's degree,free/reduced,none,59,72,73
male,group B,some college,standard,completed,56,48,55
female,group C,bachelor's degree,standard,completed,98,100,100
male,group E,associate's degree,free/reduced,none,61,64,58
female,group D,bachelor's degree,free/reduced,none,62,62,66
female,group A,master's degree,free/reduced,none,67,77,78
female,group C,some high school,free/reduced,none,54,63,59
female,group C,some high school,free/reduced,none,37,56,48
female,group E,some high school,free/reduced,none,76,81,72
male,group C,high school,free/reduced,none,73,71,71
female,group E,some high school,standard,completed,74,70,74
male,group E,associate's degree,standard,completed,83,75,80
female,group C,associate's degree,standard,completed,64,62,68
female,group C,associate's degree,free/reduced,completed,50,66,64
female,group B,bachelor's degree,free/reduced,none,82,95,86
male,group A,bachelor's degree,free/reduced,none,53,60,55
male,group E,some high school,standard,none,70,65,57
female,group C,bachelor's degree,free/reduced,none,46,56,59
female,group B,bachelor's degree,standard,none,86,94,89
female,group B,some college,free/reduced,none,61,66,65
male,group C,high school,standard,none,71,60,57
male,group C,some high school,standard,none,43,46,39
male,group C,some college,free/reduced,none,45,58,50
male,group B,some high school,standard,completed,67,68,63
female,group C,associate's degree,standard,none,76,85,82
female,group D,master's degree,free/reduced,completed,68,75,82
male,group B,some college,standard,none,81,70,71
female,group D,some high school,free/reduced,completed,56,65,65
female,group E,associate's degree,standard,none,68,78,74
female,group C,associate's degree,standard,none,68,70,71
female,group C,bachelor's degree,standard,none,60,76,69
male,group C,master's degree,standard,none,75,68,64
female,group D,associate's degree,standard,none,64,72,74
female,group C,master's degree,free/reduced,none,44,63,59
male,group D,associate's degree,standard,none,56,53,53
male,group A,some college,free/reduced,none,59,57,55
female,group C,some high school,free/reduced,none,47,74,64
female,group C,associate's degree,free/reduced,none,37,47,47
female,group B,some college,free/reduced,completed,42,69,65
male,group E,bachelor's degree,standard,none,94,87,84
female,group C,high school,standard,none,67,77,77
male,group C,some high school,standard,none,54,52,52
female,group D,some college,free/reduced,completed,55,62,65
female,group D,some high school,standard,none,80,72,77
male,group D,some college,standard,none,80,69,75
female,group E,some college,standard,none,79,88,80
female,group D,high school,free/reduced,completed,64,70,72
male,group C,bachelor's degree,standard,none,74,64,63
female,group B,master's degree,free/reduced,none,65,74,74
male,group C,some high school,standard,none,68,51,55
female,group C,associate's degree,free/reduced,completed,76,95,98
female,group C,some high school,standard,none,42,53,51
male,group D,bachelor's degree,standard,none,68,68,63
male,group B,some college,standard,none,47,40,39
male,group A,associate's degree,standard,none,64,65,60
male,group C,some college,standard,none,65,57,54
female,group D,associate's degree,standard,none,89,97,98
male,group B,bachelor's degree,standard,none,54,57,52
male,group C,some college,standard,completed,70,59,64
male,group C,bachelor's degree,standard,completed,93,83,83
female,group C,associate's degree,standard,none,74,82,78
male,group D,some college,free/reduced,completed,51,58,54
male,group C,some high school,free/reduced,none,49,56,44
female,group D,some high school,standard,none,42,53,50
male,group B,some college,free/reduced,none,80,80,74
female,group C,some college,standard,completed,46,67,65
male,group D,high school,free/reduced,none,57,50,43
female,group B,high school,standard,completed,71,85,80
male,group B,some high school,standard,none,80,82,79
female,group C,some high school,free/reduced,completed,40,45,56
male,group B,some high school,standard,completed,73,61,62
male,group C,bachelor's degree,standard,none,73,59,56
male,group B,some college,free/reduced,completed,81,83,77
female,group E,some college,standard,none,74,64,69
male,group B,associate's degree,standard,none,87,84,83
female,group D,associate's degree,standard,none,86,92,84
female,group C,master's degree,free/reduced,none,52,65,66
female,group C,master's degree,standard,none,73,77,72
female,group C,master's degree,standard,completed,75,91,91
female,group E,bachelor's degree,free/reduced,none,85,96,100
female,group B,bachelor's degree,free/reduced,none,41,60,55
male,group D,associate's degree,standard,none,68,68,66
male,group C,high school,free/reduced,none,78,75,73
male,group D,master's degree,free/reduced,completed,63,61,68
female,group A,high school,standard,none,57,67,71
female,group D,some college,standard,completed,89,90,94
female,group A,master's degree,standard,completed,70,82,80
female,group D,bachelor's degree,standard,completed,88,96,100
female,group B,some college,free/reduced,none,75,87,81
female,group C,some high school,standard,none,30,55,44
male,group D,some college,free/reduced,none,59,57,53
male,group D,some college,standard,completed,70,72,77
male,group B,bachelor's degree,standard,completed,72,74,78
male,group B,bachelor's degree,standard,completed,96,100,100
male,group A,high school,free/reduced,none,27,30,24
male,group C,bachelor's degree,standard,completed,80,85,84
female,group D,associate's degree,standard,completed,62,62,71
male,group E,high school,standard,none,100,99,89
male,group C,some college,free/reduced,none,49,48,47
male,group E,associate's degree,free/reduced,none,67,65,64
female,group D,bachelor's degree,standard,none,79,89,86
male,group B,some high school,standard,none,56,57,49
male,group B,associate's degree,standard,none,55,56,47
female,group A,high school,standard,none,76,85,82
female,group D,some high school,free/reduced,none,59,68,65
male,group C,bachelor's degree,free/reduced,none,48,50,42
female,group E,associate's degree,standard,none,74,80,77
male,group D,some high school,free/reduced,completed,60,66,71
female,group C,some college,standard,completed,44,50,48
female,group A,high school,free/reduced,completed,37,50,56
male,group D,some college,free/reduced,none,77,76,69
female,group B,bachelor's degree,standard,none,56,59,58
female,group C,associate's degree,standard,completed,69,83,82
male,group D,high school,standard,none,49,51,43
male,group D,associate's degree,free/reduced,none,50,46,49
male,group B,associate's degree,standard,completed,68,62,63
female,group B,associate's degree,free/reduced,completed,78,74,74
female,group D,high school,free/reduced,none,69,81,81
male,group B,some high school,standard,completed,69,63,62
female,group E,some college,standard,completed,92,98,97
female,group C,some high school,standard,none,60,68,74
female,group E,master's degree,standard,none,81,75,79
female,group B,associate's degree,standard,none,85,84,84
female,group C,associate's degree,standard,completed,87,100,99
female,group E,bachelor's degree,standard,none,84,82,80
female,group B,some high school,free/reduced,completed,47,65,55
female,group B,some college,standard,completed,54,62,67
female,group E,some high school,standard,completed,73,80,87
female,group C,some high school,free/reduced,completed,28,50,52
female,group D,master's degree,standard,none,53,60,61
female,group C,some college,standard,none,72,77,80
female,group D,bachelor's degree,standard,completed,78,82,85
male,group B,high school,free/reduced,none,61,61,58
male,group D,bachelor's degree,standard,none,59,49,49
female,group C,some high school,standard,none,30,40,29
male,group E,some college,free/reduced,none,85,76,76
male,group D,some high school,standard,none,61,57,59
female,group E,some high school,standard,none,76,78,80
male,group B,associate's degree,free/reduced,none,59,47,46
male,group C,high school,standard,completed,73,57,61
female,group D,master's degree,standard,none,76,67,78
female,group C,bachelor's degree,standard,none,99,91,97
female,group A,some college,standard,completed,57,74,71
female,group C,some college,standard,none,56,66,57
male,group E,master's degree,free/reduced,none,57,51,48
female,group B,associate's degree,standard,completed,61,80,77
male,group D,master's degree,free/reduced,none,79,76,76
female,group D,some college,standard,completed,75,80,84
female,group A,high school,standard,none,50,55,57
male,group E,some high school,standard,none,61,55,48
male,group C,high school,standard,none,34,35,30
male,group C,bachelor's degree,standard,none,83,68,69
male,group E,some high school,standard,completed,75,72,68
female,group C,some college,free/reduced,none,62,71,69
male,group B,some high school,standard,completed,82,88,87
female,group C,some high school,standard,none,75,79,75
female,group B,some college,free/reduced,completed,52,64,67
female,group D,some college,free/reduced,none,61,84,85
male,group B,associate's degree,free/reduced,none,58,63,54
male,group E,some high school,standard,none,95,91,85
male,group D,some college,standard,completed,97,90,97
male,group D,some college,standard,completed,65,66,68
male,group E,some college,free/reduced,none,67,56,58
female,group C,some high school,free/reduced,none,47,73,66
male,group D,associate's degree,standard,none,76,68,63
female,group B,bachelor's degree,free/reduced,none,61,75,75
male,group B,master's degree,standard,none,63,61,57
female,group C,bachelor's degree,free/reduced,none,68,81,81
female,group E,associate's degree,free/reduced,none,65,80,79
female,group E,bachelor's degree,standard,none,69,74,73
male,group C,high school,standard,completed,64,65,64
male,group C,some college,standard,completed,83,73,80
male,group D,associate's degree,standard,completed,89,71,79
female,group A,some high school,standard,none,70,78,71
male,group C,associate's degree,standard,completed,80,78,80
male,group D,associate's degree,standard,none,85,85,79
female,group B,some college,standard,none,72,81,81
female,group C,master's degree,standard,completed,58,70,72
female,group C,some high school,standard,completed,61,73,77
female,group C,some high school,free/reduced,completed,41,53,56
male,group D,some high school,standard,none,99,88,78
female,group C,some college,free/reduced,none,45,56,57
male,group D,high school,standard,none,67,66,65
male,group D,some high school,standard,none,72,68,72
male,group C,some college,standard,none,60,47,50
male,group C,bachelor's degree,free/reduced,none,73,73,68
female,group A,some high school,standard,completed,68,76,80
male,group B,bachelor's degree,standard,completed,87,90,85
female,group D,some college,standard,completed,76,89,91
female,group D,master's degree,standard,none,83,87,87
male,group D,bachelor's degree,standard,completed,98,100,100
female,group B,some college,free/reduced,none,67,72,75
female,group E,some college,free/reduced,none,68,79,73
female,group C,high school,free/reduced,none,55,67,62
female,group C,bachelor's degree,free/reduced,none,71,86,77
female,group C,some high school,free/reduced,none,37,43,40
female,group B,some college,standard,none,76,77,77
male,group C,some college,standard,completed,91,81,84
female,group D,master's degree,standard,none,84,100,100
male,group C,some high school,standard,none,66,55,55
male,group D,associate's degree,standard,none,51,46,46
